"ORF","myStddev","myMean","myCV"
"YFL012W",0.191321912127681,2.87363679742256,0.0665783206490405
"YDL086W",0.476599837255742,10.2248066879571,0.0466121122678129
"YIL176C",0.594955463693826,6.99720783268453,0.0850275535499661
"YKL096W",0.621023833701039,10.2487722344484,0.0605949492773039
"YLR064W",0.283882353715141,9.10557304792173,0.0311767696795245
"YEL003W",0.420692988661482,9.22715190493755,0.0455929405948508
"YKL075C",0.5953794023291,7.77174523231324,0.0766081986133103
"YHR198C",0.555442132970058,8.17271689925444,0.0679629723893567
"YGL138C",0.781329252523864,2.80228053964994,0.278819069493117
"YMR212C",0.644047226777514,7.37973615464216,0.0872723920315744
"YNR055C",0.458964774807516,8.09006940463769,0.0567318711189808
"YPR042C",0.304420172851602,6.39881891836159,0.0475744315842506
"YLR149C",1.76637928203886,7.65416932982572,0.230773478600202
"YOR271C",0.534273544809056,9.77762242037709,0.0546424807421077
"YHR197W",1.60611302765426,6.46934383877987,0.24826521323949
"YAL034C",0.714691487657778,8.54333909295392,0.0836548192552976
"YOR084W",1.95703689244177,8.08224196067938,0.242140349418252
"YGL083W",0.582492126688942,6.02640330574877,0.0966566784757478
"YDR140W",0.206858404352442,7.98008204517407,0.0259218392970707
"YMR216C",0.288317805415039,8.25601839392259,0.034922136998541
"YJL042W",0.5126278629981,8.23685980481911,0.0622358368535275
"YDR472W",0.287033765815901,8.03148233879172,0.0357385789706017
"YDR207C",0.597849781668834,8.38038199144122,0.0713392041412206
"YGR010W",0.474369983093471,6.80380190156958,0.0697213102256898
"YDR245W",0.36250342289157,9.08737616227802,0.0398908789972108
"YDR473C",0.641060875789978,7.99827380931686,0.0801499037258806
"YOR187W",0.784598792513595,10.4426381905735,0.0751341546259683
"YDR486C",0.207127547842981,8.68232638539043,0.0238562268508484
"YMR003W",0.606926866266614,8.45148989143372,0.0718130026850987
"YGL121C",1.02282341498482,7.037208422352,0.145345050707333
"YJL186W",0.390460777132482,8.38894520826874,0.0465446808196597
"YBR285W",2.1216366145498,8.82077303787145,0.240527287737785
"YOL028C",0.186278302370446,5.33410104220353,0.034922154810456
"YMR220W",0.395808150386694,9.46715217763562,0.0418085759011794
"YAR002W",0.386842808446053,8.48820619035189,0.0455741530979487
"YMR049C",1.17288016400235,8.40368003142594,0.139567446596767
"YOR069W",0.108674818710631,7.08029677190352,0.0153489072861862
"YDR479C",1.10857822243116,8.53657497623201,0.129862178393293
"YKR038C",0.142450285421593,8.22258503859941,0.0173242702572106
"YPR106W",1.02575714701403,7.93213849298253,0.129316595760589
"YBL031W",0.947675320707322,6.21398714298422,0.152506804230723
"YOR124C",0.270225844564654,8.83678469497482,0.0305796569558068
"YDL149W",0.957398996529443,6.0311243242535,0.158743037791373
"YDR072C",0.186467446175604,8.52043398824365,0.0218847357344578
"YPL269W",0.642732880535715,6.11188196245429,0.105161206398302
"YGL107C",0.635640677313603,8.05979421780014,0.0788656211482154
"YGR110W",1.46641929840822,7.18403433453063,0.204121978003328
"YOR394C-A",0.351493403564746,3.56298316113619,0.0986514355158106
"YNL291C",0.502955623305616,6.79968339205734,0.0739675061772899
"YBR157C",1.15517632006432,5.22465603168355,0.221100932398049
"YKL192C",0.559678931590706,10.2086132297136,0.0548241880652
"YKR035W-A",0.275921693356891,8.57039014799626,0.0321947646013992
"YJL047C-A",0.275714914841934,7.70518546727537,0.0357830341674344
"YLR283W",0.632250533232213,8.71970628097135,0.0725082374175775
"YMR291W",0.545840574515129,8.05730898967414,0.0677447737469982
"YLR151C",1.18356209337576,6.40932803055799,0.184662430715489
"YOR165W",0.385413450860535,8.81960383270369,0.0436996330188206
"YHR079C",0.254617540156717,6.34511669817861,0.0401281098943075
"YBL018C",0.668103277762916,7.99970914406288,0.0835159461089607
"YNL095C",0.625257061901506,5.69220331483116,0.109844470992873
"YPL101W",0.628285246655933,7.45871132179173,0.0842350936441668
"YGR124W",0.580191257354643,10.4269303814597,0.055643534206989
"YBR169C",1.30224080675662,8.8726362676082,0.146770448768511
"YMR069W",0.524997734541043,4.51824484436408,0.116195060831179
"YDR068W",0.480034008623587,9.27956279496908,0.0517302398000731
"YBR260C",0.17551968608718,8.15830652785863,0.0215142303721762
"YML017W",0.290676819026498,4.99065205973986,0.0582442565714848
"YDR466W",0.283200583063456,8.06807907960286,0.0351013643110445
"YCL068C",0.665936472218964,6.24148488347932,0.106695199083417
"YFL049W",0.428973983977485,7.27320083900822,0.0589800822873991
"YKL167C",0.199449830506985,9.59776230391185,0.0207808678931019
"YOR264W",0.386043956586956,8.06749965589699,0.0478517475119784
"YIR039C",1.10207208490674,5.33136319485977,0.206714876594659
"YDL061C",0.776785872196884,12.1940819977715,0.0637018737727732
"YKL108W",0.393778421870481,5.67292767887689,0.0694136157132255
"YLR127C",0.179572100300797,5.73180673874968,0.0313290570470225
"YOL122C",0.459526777732251,8.29424535250347,0.0554030846933593
"YKL208W",0.512635165192909,7.10690658791507,0.0721319689307045
"YPR117W",0.597505366476259,8.45024099357205,0.0707086776496399
"YPL119C",0.908915871811838,6.27981036841267,0.144736197192143
"YDL177C",0.603489607994911,7.78378401143037,0.077531648759613
"YDR195W",0.3545051970732,7.61953536750125,0.0465258286726027
"YER053C",0.278532615754785,10.2156770092377,0.0272652136028692
"YOL105C",0.217577982090545,7.38176623557022,0.0294750572081396
"YOR104W",0.192508587860262,7.03455837801716,0.0273661227209156
"YCL018W",0.158284414553024,11.072476977057,0.0142953031088708
"YBR110W",0.163174132923769,7.8683999070882,0.0207379054001531
"YDR518W",0.362202736655906,8.64213884534001,0.0419112378472387
"YDR210W",0.483352676611977,9.43640739300018,0.0512221077876017
"YJR033C",0.452627619517682,6.0045155333555,0.0753812055282902
"YBL036C",0.291038342343049,8.75857157626477,0.0332289734471939
"YDR363W",0.290694000315247,6.61290261074389,0.0439586090142868
"YMR227C",0.221469091749652,6.62690378582265,0.0334196932545565
"YJL097W",0.796399016733383,8.89297134804879,0.0895537594313875
"YNL118C",0.743080246693518,7.98290919941459,0.0930838906132128
"YIL161W",0.0992631622945035,8.2981576139788,0.0119620724156032
"YCL054W",1.1703050688796,7.85355079841823,0.149016043687565
"YDR006C",0.485073770040768,8.48309584650111,0.0571812200189674
"YOL019W-A",0.0832803135910639,2.73684764314129,0.0304292837782803
"YOL162W",0.189699776856665,2.4435699123368,0.0776322281179401
"YPR121W",0.142993773287194,6.79422998731612,0.0210463545617595
"YPR031W",0.330338037111767,6.52934205111467,0.0505928521627035
"YFL047W",0.716405683242878,6.24166330074156,0.114778008476965
"YDR331W",0.255002874877843,7.72219389076556,0.0330220761722628
"YGR174W-A",0.141064445425101,2.10778606933214,0.0669254093086389
"YDR515W",0.641725035218787,3.46790092104388,0.185047107696958
"YDL184C",0.86303216248862,8.25804059755208,0.104508103622601
"YHR128W",1.03634018086043,9.00925595168632,0.115030607013274
"YDR261C",0.100218735674875,7.20552920521276,0.0139085878109234
"YOL077W-A",0.181952361083862,11.0700848274915,0.0164364017005544
"YJR058C",0.220020434855298,9.32910945428821,0.0235842912909724
"YDR118W",0.184520871770006,6.55441015148768,0.0281521704478814
"YDR119W",1.09400023741923,8.1113420806581,0.134872900999691
"YDL191W",0.723285892717008,12.2245404766537,0.0591667142088761
"YMR178W",0.161455914606169,9.02394949642318,0.017891934642383
"YGR083C",0.417276837931879,8.62432304631225,0.0483837207501529
"YDR253C",2.22518151339339,7.98108487177965,0.278806897701516
"YOR285W",0.445713069710875,12.3785814582053,0.0360067969997828
"YBR017C",0.531618012063565,8.20367163066302,0.0648024489518238
"YPL235W",0.382237096474514,8.59617941502849,0.0444659281780762
"YFL067W",0.209897145737752,3.51331006914413,0.059743416210595
"YGR075C",0.453113125652167,7.043778611742,0.0643281327577255
"YOR223W",0.889880002931172,8.20352798350359,0.108475280966997
"YBR084C-A",1.15059493542563,10.9054834288828,0.105506091768323
"YBR296C",2.58133138988656,8.88852538969451,0.29041165735763
"YIL132C",0.423980218536061,5.84055019381273,0.0725925134562169
"YML064C",0.598794198304391,6.74388339589877,0.0887907105079162
"YDL176W",0.50281045826676,7.21746401205677,0.0696658074673896
"YGL114W",0.194534548776816,7.07892360231838,0.027480809188717
"YJL192C",0.45426204387664,8.50023293882606,0.0534411288662139
"YHR005C",0.769000283070252,8.17578467663772,0.0940582847378146
"YPL130W",0.724022218764585,3.12158295631592,0.231940726514945
"YJR067C",0.747021668822174,7.11114910852111,0.105049360858857
"YCR088W",0.505572502908507,8.00217177142666,0.0631794114584935
"YDR393W",0.11846664204359,7.27279746000692,0.0162890060798528
"YPL215W",0.18705529270865,8.45318169022331,0.0221283889975999
"YGR279C",0.639152870165726,12.6012546818525,0.0507213675385986
"YAL003W",0.381059903927355,12.4357353915474,0.0306423296998072
"YOR161C-C",0.425200718438338,2.49653249402906,0.170316516790904
"YML023C",0.348168804706346,7.53614667177119,0.0461998445452916
"YDR168W",0.105646654310043,9.55338491145246,0.0110585572851142
"YGL196W",0.658732417911135,8.53238626386656,0.0772037736618621
"YFR036W",0.270595439576734,5.70482735599979,0.04743271315514
"YBL089W",0.181827151826125,7.61666419301376,0.0238722815156933
"YHR124W",0.344046491114783,3.88085080443364,0.0886523364211091
"YGL036W",0.12966796200717,6.836333573278,0.018967471469505
"YJL134W",0.2971364030967,7.99963720173827,0.0371437348473921
"YDR231C",0.365724114504994,8.26219738686126,0.0442647515401383
"YHR114W",0.606636724407872,6.76091451882473,0.0897270217984245
"YML010W",0.269707774710812,6.16269820833777,0.043764559871829
"YHR053C",0.734538789812744,12.2465133271238,0.0599794219131639
"YGL104C",0.576660521399108,7.53132411229007,0.0765682784064596
"YMR169C",1.85835237052752,8.1717094542053,0.22741292760613
"YMR226C",0.375582783758858,11.2206038032132,0.0334726000798017
"YOL071W",0.167581692433967,8.19061530723709,0.0204602079511529
"YDR206W",0.144263247758137,6.92300155091877,0.0208382515440852
"YHR191C",0.423687523171321,7.37886808863621,0.0574190401673962
"YOR329C",0.34770504289511,7.05288336813959,0.0492997012350748
"YOL011W",0.337253844753823,8.61623548052831,0.0391416698761284
"YPL002C",0.36387526426451,7.5728993794458,0.0480496631517556
"YKL194C",0.162552183345217,7.33148014829252,0.0221718097924708
"YDR450W",0.993876776787631,11.4880833656482,0.0865137155741345
"YNR062C",0.121263019804802,2.23370084418103,0.0542879410735336
"YHL020C",0.493970461599077,8.51326208815465,0.0580236408187629
"YGL179C",0.410307363444429,6.17203648664217,0.0664784410028095
"YFL046W",0.595354537075858,8.32159762642143,0.071543297790028
"YHL032C",1.43033250536698,7.4973381712122,0.190778710083944
"YKL140W",0.578338403091472,8.72624673054404,0.0662757335369791
"YPL127C",0.505469591018957,8.95018589719013,0.0564758762360061
"YKL211C",0.486371651290237,8.83245949638859,0.0550663890945783
"YBR142W",0.841343085007471,10.2806417328775,0.0818376038060791
"YBR295W",0.620216701863753,6.98984295332006,0.0887311354497829
"YDR223W",1.0225393579337,4.85491675341324,0.210619339088524
"YKL085W",0.660463085296858,11.3142133580787,0.0583746359021299
"YLR029C",0.892476642270095,11.8317560932326,0.0754306153065953
"YCR020W-B",0.494770434640671,6.04064864661837,0.0819068387494528
"YJL025W",0.32356317053545,5.03927005889673,0.0642083410402278
"YMR048W",0.210276694102635,5.22428743875918,0.0402498324541994
"YLR312W-A",1.03487920033975,8.25151882462522,0.125416813841755
"YML091C",0.950643330002615,10.005234634446,0.0950145963323783
"YLR299W",0.813053089038614,7.99977644259058,0.101634476272355
"YMR128W",0.832091217958679,8.25908248781312,0.100748626640609
"YPR155C",0.883185707734573,8.41182318897358,0.10499337514515
"YLR240W",0.371084511238728,8.5220456592233,0.0435440651314873
"YOR338W",1.14542883983119,5.76629959509177,0.198641922942431
"YIL052C",0.733863096494698,11.8972978004818,0.0616831745158954
"YLR137W",0.222271300343732,6.83286762674348,0.0325297243391301
"YJL196C",0.847798501709879,11.0636288183218,0.0766293334340622
"YHR133C",0.918003821033275,9.09407256007552,0.100945293208179
"YOR179C",0.387443964833504,8.60466398184531,0.0450272045080387
"YMR131C",1.79747170587046,8.25619489796099,0.217711879150815
"YNL055C",0.45258522873897,12.3283554530504,0.0367109165908245
"YJR135C",0.398021566080264,7.18459953798975,0.0553992695035624
"YIL128W",0.614185856361745,8.33027912613701,0.0737293249195793
"YBR128C",1.20356989500864,6.0657852153757,0.198419471226545
"YCR094W",0.518103122848746,7.03856100786127,0.0736092394837644
"YLR212C",0.428180096095993,6.37817237328099,0.0671320985129997
"YDL108W",0.0785000405978357,6.83822919368974,0.0114795860703638
"YJR151C",0.763029309942143,5.41137856707344,0.14100460732593
"YOR042W",0.60570837781979,8.9797585439879,0.0674526352632636
"YGL252C",0.246941094883515,7.69302543165245,0.0320993472694749
"YLR262C",0.175216262115637,9.20464866429354,0.0190356273776458
"YDL244W",0.407147920684391,7.30022428965998,0.0557719741927757
"YDR076W",0.432678733674851,5.11890994120414,0.0845255608410003
"YLL050C",0.0862636433422299,11.8569641781053,0.00727535666351441
"YPL131W",0.666297298478228,12.0488262103377,0.0552997683630424
"YMR221C",0.143915447286734,8.28333745741917,0.0173740896138225
"YBR215W",0.129889029909224,7.13321572583723,0.018209042723712
"YBR258C",0.217790358401681,7.30606314691601,0.0298095368219769
"YFL034C-A",1.16682009000404,10.1385960025458,0.11508694988054
"YKR068C",0.110495208557847,9.29628830513689,0.0118859489864133
"YDR252W",0.964637515350629,6.69870699231234,0.144003539258797
"YLL027W",1.14253938637362,9.42892496914997,0.121173876143021
"YDR069C",1.04799093059329,7.73617376271142,0.135466312254339
"YBR084W",1.56275707886956,8.28231501915017,0.188686022598294
"YKL132C",0.15621439415449,5.92349566149635,0.0263719943562899
"YOL005C",0.785145044165879,7.59187702355639,0.103419094083018
"YJL200C",0.435177835332926,9.195909432709,0.0473229796919311
"YKR092C",1.11508526874697,7.81489142816956,0.142687237435894
"YKR042W",0.270103442675024,10.7280533558222,0.0251773023228336
"YJL082W",0.738598235602092,8.12364558435176,0.0909195542731238
"YDL168W",0.396963251386833,9.36248211117953,0.0423993601988119
"YGL195W",0.64016506027334,8.01941390156865,0.0798269135538845
"YGR088W",1.88543930079731,9.61706310955281,0.196051463874087
"YMR135C",0.952169447273431,9.54146718676578,0.099792770717077
"YDL085W",3.15517315028358,7.78507116644663,0.405285074834288
"YDL236W",0.752039219281617,9.20338117657908,0.0817133621712224
"YLR300W",1.36102003493346,9.39377251431036,0.144885351743413
"YCR036W",0.131445582743947,8.5967174825408,0.0152902061758923
"YPR184W",1.6887477552982,8.05120845584507,0.209750842318856
"YHR046C",0.934602435296952,6.81602675136907,0.137118363731367
"YGR108W",0.50611226678313,6.6422085642822,0.0761963828574576
"YPL078C",0.546541581853908,11.9490014219577,0.0457395193584605
"YBR095C",0.541442964848778,7.86985940435042,0.0687995727788314
"YCL032W",0.593907245991419,6.7565934124531,0.0879003973950522
"YKL135C",0.220520865135296,8.94218729969225,0.0246607298354045
"YBR076W",0.670394099854293,3.27311282561171,0.204818512398516
"YDL223C",1.89171102444155,6.73507169680196,0.280874667650502
"YNR067C",1.15632259272766,5.74346975426478,0.201328228788711
"YKR086W",0.197730203231365,7.13932859541594,0.0276959101389905
"YBR186W",0.842040737370763,4.05694395455392,0.207555427633052
"YGR104C",0.132481319903604,5.889122862977,0.022495934112102
"YAL067C",1.15749943757036,5.05672224873573,0.228903107711672
"YLR346C",2.459191556312,6.94805176445924,0.353939728672041
"YDR516C",1.05534720550256,11.1696079741633,0.094483817869321
"YDR239C",0.22672022761292,6.68365045275175,0.0339216165201422
"YIL019W",0.954855692259823,6.33670809006894,0.150686394053136
"YMR115W",0.314260570094987,7.97162564049463,0.0394223944108203
"YDL173W",0.776032715818629,10.0105613369612,0.0775213986206094
"YOL066C",0.20674316250439,7.00997035638773,0.0294927299251698
"YCL043C",0.295691923340823,10.6973185896725,0.0276416861722986
"YFL052W",1.1258001393449,6.10254812349691,0.184480337813344
"YEL051W",0.829723004477582,9.92201165289829,0.0836244738974091
"YOR011W-A",0.123874589942641,2.38914443751998,0.0518489330311177
"YNL163C",0.665358216433657,7.02107172719214,0.0947659050194244
"YGL211W",0.427259751671326,6.72334493794548,0.063548688281623
"YDL055C",0.430604326062781,12.5994483681383,0.034176442768058
"YBL017C",0.0992123652286881,9.2284155148856,0.0107507475220049
"YPL206C",0.648617708320284,9.54396409986712,0.0679610381528274
"YPL095C",0.912385462255654,9.51103347661981,0.095929161063148
"YBR268W",0.509146787621226,9.42039827513038,0.0540472677217226
"YGL084C",0.107413111433928,8.04839788131125,0.0133458997701078
"YOL090W",0.72369242308026,6.45207499660126,0.112164291869124
"YGL228W",0.245037426189955,8.97491102422132,0.0273024908579764
"YLL051C",0.701889769686836,7.5329258044788,0.093176248897808
"YLL014W",0.104247064343936,10.4531051584554,0.00997283226024107
"YHR170W",1.366398646234,8.01134888726365,0.170557875516605
"YML124C",0.600806588644722,8.30452608953524,0.0723468843576534
"YHR065C",1.62834556613134,6.73463235677954,0.241786853367302
"YOR062C",0.276932696325906,7.58412393057923,0.0365147904834877
"YOR157C",0.605532411087817,9.33556547779017,0.0648629600990334
"YOL036W",0.465211596284167,7.89432536215876,0.0589298736677546
"YPL067C",0.126242211566481,5.8345552274901,0.0216369897351693
"YMR306W",0.453002824946105,4.25510637719727,0.10646098705633
"YOL145C",0.0730788708597114,7.44528934138553,0.00981545075132187
"YOL098C",0.757761737918915,7.5992593922684,0.0997152089175787
"YKL219W",0.0917703801752715,7.35313770292543,0.0124804381317054
"YGR178C",0.241514437937801,7.9472670211304,0.0303896216517774
"YOL021C",0.624690628470216,8.23163232112015,0.0758890344102746
"YBR011C",0.176681656654675,12.2078303394879,0.014472813902334
"YJR140C",0.423463766436653,6.30237391475366,0.0671911524394541
"YGR144W",0.320549399831942,4.66868249598024,0.0686594987146668
"YMR008C",0.201799272101558,9.0325603351753,0.0223413146010989
"YMR322C",1.4710328698539,4.22365479462851,0.348284351203299
"YBR141C",0.688355245773939,5.5163966347138,0.124783493892051
"YJL133W",0.510461330048553,7.90352309021532,0.0645865551630401
"YNR061C",0.148887460526687,8.4272285930508,0.0176674287261486
"YDR079W",0.351781876502314,8.05236401079348,0.043686782667895
"YDR454C",0.97958259096983,10.6819853865924,0.0917041687961268
"YIL009W",0.348117192196424,7.60666602064692,0.0457647530799331
"YPL262W",0.736001304195986,11.1264587917647,0.0661487466920506
"YIL166C",0.93704247430347,6.28824877726955,0.149014854134055
"YFR038W",0.151377160860548,6.76179587740341,0.0223871237175941
"YDR266C",0.303824695092189,7.35317582017623,0.0413188399845588
"YLR001C",1.01369141950285,7.50134629571987,0.135134598449514
"YER186C",0.449978736892921,7.56457183355064,0.0594850239767914
"YML125C",1.0635307790513,7.48096651821099,0.1421648895851
"YGL048C",0.141962306281122,9.56409889024534,0.0148432495220132
"YBR028C",0.388181345197543,7.0872989618094,0.0547714083022737
"YHR118C",0.181676306439089,7.17276429374253,0.0253286318912755
"YGR081C",1.36200985449577,7.0089923422001,0.194323204820087
"YKL047W",0.0867029974766696,6.11623548936611,0.0141758762603916
"YHL001W",0.938406914132708,10.3228070666972,0.0909061758172486
"YDR440W",0.854341485492564,6.19249574380177,0.137964000435155
"YNL287W",0.508967869598636,9.43267043184035,0.0539579828720184
"YDR460W",0.239372572481518,7.33167715578233,0.0326490879774664
"YLR313C",0.162792077848559,5.11102564344038,0.0318511565398798
"YDR062W",0.451160365729621,10.0597501325919,0.0448480687674277
"YOR178C",1.10928037522833,7.95251374089998,0.139488017420614
"YJL016W",0.197345502726382,8.46269925740818,0.0233194512440729
"YOR279C",0.451017312498305,6.45016477377024,0.0699233784433505
"YJL218W",0.410120203760016,8.63453808613117,0.0474976425685994
"YDL218W",0.807105612234172,4.23716173700445,0.190482606596172
"YGR071C",0.168218474068615,6.85085333507568,0.0245543826208267
"YLR256W",0.781899082533283,8.0821125076243,0.0967443947106248
"YNL032W",0.251931661788713,8.40607948785401,0.0299701736288278
"YJR100C",0.5798754731097,8.5071282266043,0.0681634809848356
"YER111C",0.196850758634082,5.7374639284447,0.0343097161200705
"YBL095W",0.724652572699633,7.89494767595447,0.0917868746498089
"YJR123W",0.962753557442744,11.8755560164773,0.0810701878806288
"YML083C",0.670512910711428,4.19671542845896,0.159770878474274
"YBL108C-A",0.276753866134679,8.21952293608275,0.0336703076670985
"YEL021W",0.135159770615946,4.7790958272036,0.0282814522878133
"YLR343W",0.450966560246454,4.59994770786684,0.0980373232233076
"YGR183C",0.456914618112811,12.2553119867482,0.0372829854194554
"YHR169W",1.22850763300075,6.21768628998357,0.197582762414344
"YIL143C",0.347644861395501,7.83171537025024,0.0443893636272934
"YML102W",0.121472804148508,7.17004095629119,0.0169417169147303
"YGR027C",0.459679795995664,11.6161216740671,0.0395725706818221
"YHR146W",1.03596526887516,9.58874936956298,0.108039664918511
"YDR361C",1.28844156968205,8.28391131146351,0.155535413313645
"YIL005W",0.22507466110222,8.43035176506422,0.0266981340013521
"YBR301W",0.671923010219596,3.53186871852063,0.190245749140143
"YHR097C",0.980692014229002,8.63653980297598,0.113551495923295
"YGL253W",0.568015559780132,11.2769572923246,0.0503695762124363
"YOR390W",0.144843737779366,7.06348630345194,0.0205059840929515
"YGR258C",0.689267760014329,7.42261279116345,0.092860530302065
"YDL229W",1.62401647322859,11.3537690617148,0.143037652465983
"YDL119C",0.224148254743687,6.14155624099548,0.0364969799099903
